code	ko	ja	en	tc	sc
1000013	"장비의 제작
-공방의 장비 제작 메뉴에서 장비를 제작할 수 있습니다.
-전투원 제작과 마찬가지로, [u][c][ffcc00]투입한 자원 종류와 양에 따라[-][/c][/u] 제작되는 장비의 타입이 달라집니다."	"装備の製作
 -工房の装備製作メニューで装備を製作できます。
 -戦闘員製作と同様、製作される装備のタイプは[u][c][ffcc00]投入した資源の種類と量に応じて[-][/c][/u]異なります。"	"Creating Gear
- You can create gear from the Workshop ‘Create Gear’ menu.
- Just like creating soldiers, the created gear will vary [u][c][ffcc00]based on the type and quantity of the resources used[-][/c][/u]."	"製造裝備
- 可進入工坊的製造裝備選單來進行製造。
- 和製造戰鬥員一樣，依照[u][c][ffcc00]投入的資源種類與數量[-][/c][/u]來決定製造的裝備類型。"	"制作装备
- 可以进入工坊的制作装备来制作。
- 与制作战斗员一样，[u][c][ffcc00]投入的资源种类与数量[-][/c][/u]决定制作的装备类型。"
1000014	[u][c][b3d8db][전투원 제작에 대해 상세 설명] 사이트 이동[-][/c][/u]	[u][c][b3d8db][装備の製作に関する詳しい説明]サイト移動[-][/c][/u]	[u][c][b3d8db]Go to 'Detailed Information on Creating Soldiers' website[-][/c][/u]	[u][c][b3d8db]【關於製造戰鬥員的詳細說明】移動至網站[-][/c][/u]	[u][c][b3d8db]前往网站【关于制作战斗员的详细说明】[-][/c][/u]
1000015	제작에 대해 상세 설명	製作に関する詳しい説明	Detailed Information on Creating	關於製造的詳細說明	关于制作的详细说明
1000016	"[{0}]

선택하신 설정으로 적용합니다.

[c][ff2323]*연령을 잘못 선택 한 경우 고객센터를 이용하여 문의하여 주세요.[-][/c]"	"[{0}]
 
 この設定でよろしいでしょうか。
 
 [c][ff2323]*年齢を誤って入力した場合、顧客センターまでお問い合わせください。[-][/c]"	"[{0}]

The selected settings will be applied.

[c][ff2323]*Please contact Support if you have selected the wrong age group.[-][/c]"	"[{0}]

將使用選擇的設定。

[c][ff2323]*誤選年齡時，可聯繫客服中心。[-][/c]"	"【{0}】

使用选择的设置。

[c][ff2323]*如果您选错了年龄，请联系客服中心。[-][/c]"
1000017	"구매 가능 최대금액을 초과하여 더 이상 구매가 불가능 합니다.
 
[{0}]
 
이번 달 구매금액：{1}엔
 
[c][ff2323]*연령을 잘못 선택 한 경우 고객센터를 이용하여 문의하여 주세요.[-][/c]
 
*구매금액은 매월 1일 초기화 됩니다."	"購入金額上限を超えるため、これ以上は購入できません。
 
 [{0}]
 
 今月の購入金額：{1}円
 
 [c][ff2323]*年齢を誤って入力した場合、顧客センターまでお問い合わせください。[-][/c]
 
 *購入金額は、毎月1日にリセットされます。"	"Cannot purchase any more as the max purchase limit has been exceeded.
 
[{0}]
 
This month’s total payment: {1} JPY
 
[c][ff2323]*Please contact Support if you have selected the wrong age group.[-][/c]
 
*Your total payment amount is reset on the 1st of each month.
"	"超過了可購買額度，不能進行購買。

[{0}]

本月購買金額：{1}日元 

[c][ff2323]*誤選年齡時，可聯繫客服中心。[-][/c]

*將在每月1日重置購買金額。"	"超过了可购买额度，不能进行购买。

【{0}】

本月购买金额：{1}元 

[c][ff2323]*如果您选错了年龄，请联系客服中心。[-][/c]

*购买金额会在每月1日重置。"
1000018	Lv.{0}	Lv.{0}	Lv. {0}	等級{0}	Lv.{0}
1000019	분해 획득 모듈	分解獲得モジュール	Modules from Dismantling	分解獲得模組	分解获得模块
1000020	슬롯 확장 필요	スロット拡張必要	Expand Slot	需要擴充欄位	需要扩充栏位
1000021	"서약한 전투원입니다. 정말 잠금을 해제하시겠습니까?
잠금 해제 시에 서약한 전투원이 사라질 수 있습니다."	誓約した戦闘員です。本当にロックを解除しますか？ロックを解除すると誓約した戦闘員が消失することがあります。	"Selected Soldier has made a Pledge. Do you still want to unlock?
You may lose the pledged soldier if you unlock."	"已誓約的戰鬥員。是否確定解鎖？
解鎖時，誓約的戰鬥員可能會消失。"	"是已誓约的战斗员。是否确定解除？
解除时，誓约的战斗员可能会消失。"
1000022	"서약 진행 후 취소는 불가능합니다.

정말 서약을 진행하시겠습니까?"	誓約進行後の取り消しはできません。本当に誓約を行いますか？	"Pledges cannot be cancelled.

Do you still want to proceed with the Pledge?"	"進行誓約後無法取消。

是否確定進行誓約？"	"进行誓约后无法取消。

是否确定进行誓约？"
1000023	서약 장면을 다시 보시겠습니까?	誓約画面をもう一度見ますか？	Do you want to replay the Pledge scene?	是否重新查看誓約場面？	是否重新播放誓约场面？
1000024	"서약한 전투원입니다.
서약한 전투원이 사라질 수 있습니다."	誓約した戦闘員です。誓約した戦闘員が消失することがあります。	"Selected Soldier has made a Pledge.
You may lose the pledged soldier."	"已誓約的戰鬥員。
已誓約的戰鬥員可能會消失。"	"已誓约的战斗员。
已誓约的战斗员可能会消失。"
1000025	장착중	装着中	Equipping	配戴中	装配中
1000026	제 {0}구역	第{0}区域	Zone {0}	第{0}區域	第{0}区域
1000027	[c][fbff00ff]제 {0}구역 : [-][/c]	[c][fbff00ff]第{0}区域: [-][/c]	[c][fbff00ff]Zone {0}: [-][/c]	[c][fbff00ff]第{0}區域：[-][/c]	[c][fbff00ff]第{0}区域：[-][/c]
1000028	음성 대사 설정	音声台詞設定	Voice Dialogue Settings	設定語音台詞	设置语音台词
1000029	스킨 중파	スキン中破	Severly Injured Skin	造型嚴重損壞	皮肤严重损坏
1000030	잠금	ロック	Locked	鎖定	锁定
1000031	다시보기	もう一度見る	Replay	重新觀看	回看
1000032	메인	メイン	Main	主線	主线
1000033	에피소드 선택	エピソード選択	Select Episode	選擇篇章	选择片段
1000034	메인 스토리	メインストーリー	Main Story	主線故事	主线故事
1000035	이벤트 스토리	イベントストーリー	Event Story	活動故事	活动故事
1000036	외전	外伝	Side Story	外傳	外传
1000037	무료 변경권을 사용하지 않을 경우 사용할 때 까지 유지됩니다.	無料変更券を使用しない場合、使用するまで維持されます。	Free Change Ticket will remain valid until it is used.	沒使用的免費變更券會保留到使用為止。	未使用的免费更改权会保留到使用时为止。
1000038	현재는 열람할 수 있는 기록이 없습니다.	現在は閲覧できる記録がありません。	There’s no history to view at the moment.	現在沒有可查看的記錄。	当前没有可查看的记录。
1000039	보유한 기록이 없습니다.	保有中の記録がありません。	You have no owned history.	沒有記錄。	没有记录。
1000040	인벤 공간이 부족합니다	インベントリースペースが不足しています	Not enough inventory space.	背包空間不足	背包空间不足。
1000041	인벤토리 공간이 부족합니다	インベントリースペースが不足しています	Not enough inventory space.	背包空間不足	背包空间不足。
1000042	전투지도	戦闘地図	Combat Map	戰鬥地圖	战斗地图
1000043	{0}의 연구를 완료했습니다!	{0}の研究を完了しました！	{0} research complete!	完成{0}研究！	完成{0}研究！
1000044	연구 완료!	研究完了!	Research complete!	完成研究！	研究完成！
1000045	사이드	サイド	Side	側面	侧面
1000046	"계정 연동을 하지 않고 로그아웃을 하는 경우, 계정내 모든 데이터가 초기화 됩니다.
데이터가 초기화되는 경우에 데이터를 복구할 수 없습니다.
정말로 로그아웃을 진행하시겠습니까?"	"アカウント連携せずにログアウトすると、全てのデータが削除されます。
 データが初期化された場合、データ復旧の対応を行うことができません。
 本当にログアウトしますか？"	"Logging out without connecting your account will result in all your game data being reset.
Your data cannot be recovered after it is reset.
Do you still want to log out?"	"如果在未連動帳號狀態下登出遊戲時，帳號的所有數據將會被重置。
數據被重置後將不能進行修復。
真的要登出嗎？"	"如果在未绑定账号的情况下退出游戏，账号的所有数据将会被重置。
数据被重置后不可恢复。
确定的要退出吗？"
1000047	시설 정보	施設情報	Facility Info	設施資訊	设施信息
1000048	시설 능력 / 생산	施設能力 / 生産	Facility Ability/Production	設施能力／生產	设施能力／生产
1000049	- 업그레이드 시 배치 인원 목록과 시설 효과가 초기화됩니다.	アップグレードすると配置した隊員と施設効果がリセットされます。	- Assigned member list and facility effects will be reset after the upgrade.	- 更新時配置人員目錄和設施效果會被重置。	－更新时部署人员目录和设施效果会被重置。
1000050	필요 재료	必要材料	Required Resources	所需材料	所需材料
1000051	조건에 부합하는 시설이 없습니다.	条件に一致する施設がありません。	You do not have any facilities that meet the conditions.	沒有符合條件的設施。	没有符合条件的设施。
1000052	시설 설치	施設設置	Install Facility	安裝設施	建设设施
1000053	특수 임무	特殊任務	Special Mission	特殊任務	特殊任务
1000054	폐허가 된 부두에서 파묻힌 화물을 찾아야 합니다.	廃墟になった埠頭で埋没した貨物を探してください。	Find the cargo buried in the ruined wharf.	必須找到埋在廢棄碼頭的貨物。	需要找到埋在废弃的码头的货物。
1000055	보상\n순서 보기	再活用\n順番を見る	View\nReward Order	查看\n獎勵順序	奖励\n查看顺序
1000056	{0} 회차	{0} 回目	Round {0}	第{0}次	第{0}次
1000057	변경 되었으니 수정 해서 쓸 수 있는 키값임	変更されたため修正して使えるキー値である	Since it has been changed, this is the Key Code that can be edited and used.	已變更，此為修改後可使用的鍵值	?
1000058	원자재 출납 기록을 추적해 화물 위치를 알아낼 수 있습니다.	原材料出納記録を追跡することで貨物の位置を特定することができます。	You can track down Raw Material Transaction Logs and find the location of the cargo.	可以追蹤原材料收發記錄來找出貨物位置。	可以追踪原材料收发记录来找出货物位置。
1000059	탐색	探索	Explore	探索	探索
1000060	일괄 탐색	一括探索	Explore All	一鍵探索	一键探索
1000061	회수 완료	回収完了	Retrieval Complete	回收完成	回收完成
1000062	가라 앉은 화물 A~F	沈む貨物A~F	Sunken Cargo A to F	沉下的貨物A~F	下沉的货物A~F
1000063	화물용 ID 칩	追跡IDチップ	Cargo ID Chip	貨物用ID晶片	货物用ID芯片
1000064	"어, 사령관. 왔어? 생각보다 빨리 왔네. 그래, 맞아.\n이번에 내가 기획한 행사는 바로 보물찾기!\n트레져 헌터들끼리 힘을 모아 바다에 난파된 화물선을 인양하는 거지.\n꼬마 모험단도 엄청난 걸 발견했다는데, 선배로서 뒤처질 순 없지!\n
…왜 난파선이냐고 물어볼 줄 알았는데, 안 궁금해? 후후. 놀라지 말란 말씀.\n나, 트리아이나가 전 세계를 모험하던 중 덴세츠 사이언스가 이곳에서 무인 화물선을 운용했다는 정보를 손에 넣었거든!\n제2차 연합전쟁 때래나, 뭐래나. 아무튼 엄청 가라앉았대!\n
어때? 벌써부터 가슴 뛰지 않아?\n이 푸른 바다가 커다란 보석함이나 마찬가지란 소리잖아!\n으으, 바이스 캡틴 네오 뉴 트리아이나에서 더 대단한 트리아이나가 될 것 같아!\n
주변에 퍼진 항해일지를 찾아서 탐색하다 보면 어마어마한 보물을 손에 넣을 수 있을 거야.\n대규모 화물선도 난파됐다던데, 상상 그 이상의 보물을 얻을 수 있을지도~?\n
그러니까, 함께 떠나자! 분명 보람찰 거야!"	"こんにちは、ご主人様。購買担当のファティマです。三安産業のリサイクル営業所から連絡が来ましたので、その内容をお伝えいたします。\n
私たちが到着したこの場所は昔、ビスマルクコーポレーションの拠点だったそうです。つまりここは貨物運送が大々的に行われていた物流の中心地だったと言えます。\n
さすがはご主人様です。仰る通り、ここには無数の物資が埋まっているということです。探索はそう簡単ではないでしょうが、原材料出納記録さえあれば私たちのドローンでも逆追跡が可能です。オルカに資源を調達する点でも大いに役立つと思いません？実は私もすごく期待しています。\n
おっと、営業所から連絡が来たそもそもの理由をお話ししませんとね。営業所が探しているのはビスマルク製の特殊原料です。かなりの高品質な生産物らしく、一般的な方法では手に入れることができなかったそうで今でもとても希少価値があるそうです。ふふ、心配ご無用です。必ずそれ以上のものと交換してあげますからね。\n 
では朗報をお待ちしております！"	"Oh, Commander! You’re here. You came earlier than I thought you would. Yeah, that’s right.\nThe event I’m planning this time is a Treasure Hunt!\nThe Treasure Hunters will have to cooperate and salvage a sunken cargo ship from the sea.\nI heard that the Kids Adventure Team found some amazing stuff. We can’t let them beat us!\n
I thought you’d ask why we’re looking for a sunken ship… aren’t you curious? Haha. Don’t be shocked.\nI, the great Triaina, have obtained information that while D-Science was adventuring the world, they were operating an unmanned cargo ship in this region!\nIt was some time during the 2nd Federation War… I think. Anyway, they say that many of those cargo ships sank!\n
Well? Doesn’t that sound exciting already?\nThis blue ocean is basically a large chest full of treasures!\nOh! Vice Captain Neo New Triaina. Doesn’t that sound amazing?\n
If we find the Voyage Logs from the area and search accordingly, then I’m sure we’ll find some great treasures.\nThey say that even a mega cargo ship sank as well. Maybe the amount of treasure we find will go beyond our imagination!\n
So, let’s go together! I’m sure it’ll be worth your time."	"啊！司令官，你來啦？來得滿快的嘛。嗯，沒錯。\n我這次策劃的活動是尋寶！\n就是寶藏獵人一起齊心協力在海上打撈一艘沉沒的貨輪。\n聽說，小不點冒險團也發現了不得了的東西，我身為前輩可不能落後！\n
……還以為你會問我為什麼是沉船呢，你不好奇嗎？呵呵，你可別嚇到了！\n特利亞納我啊，在遊覽世界的時候得到了一個情報，據說傳奇科學在這裡經營過許多無人貨輪。\n好像是第2次聯合戰爭什麼的。總之，有好多船沉沒了！\n
怎麼樣？是不是讓你感到興奮不已了？\n這片蔚藍的大海就像是一個超大的珠寶盒！\n呃呃，副團長尼奧・紐・特利亞納就要成為更偉大的特利亞納了！\n
找到散落在周圍的航海日誌並進行探索，一定能找到很多寶藏。\n據說大規模貨輪也沉沒了，也許能得到超乎想像的寶藏也說不定喔～？\n
所以啊，我們一起出發吧！你肯定會喜歡的！"	"啊，司令，你来了？来的挺快的嘛。嗯，没错。\n我这次策划的活动是寻宝！\n就是宝藏猎人一起齐心协力在海上打捞一艘沉没的货轮。\n听说，小鬼冒险团也发现了不得了的东西，我们作为前辈可不能落后！\n
……我还以为你会问我为什么是沉船呢，你不好奇吗？呼呼，你可别吓到了！\n我，特利亚纳在游览世界的时候得到一个情报，据说传奇科学在这里运营过许多货轮。\n好像是第2次联合战争，什么的。总之，有好多船沉没了！\n
怎么样？是不是让你兴奋不已了？\n这不就意味着这片蔚蓝的大海就像一个超大的珠宝盒吗！\n呃呃，副团长NEO新特利亚纳就要成为更伟大的特利亚纳了！\n
如果能找到散落在周围的航海日志，以此为线索进行探索的话，一定能找到无与伦比的宝藏。\n据说，大规模货轮也沉没了，说不定能得到超乎想象的宝藏呀~？\n
所以啊，我们一起出发吧！你肯定会喜欢的！"
